id,employee_id,start_date,end_date,leave_type,status,reason
3abc04fe-8afa-46b7-a0f2-25bf4cc270a5,emp-demo-karim,2026-04-05,2026-04-07,Congés Payés,Approuvé,Repos
6f3fcef4-f8ef-4445-beef-37330b5b68aa,emp-demo-karim,2026-04-05,2026-04-10,Raisons personnelles,Approuvé,Raisons personnelles
fb246080-7d7e-4a2a-b4e0-77e150030970,emp-demo-karim,2026-02-01,2026-02-11,Autres,Approuvé,Formation externe
583587eb-13dd-43c8-a938-27d200745e5e,emp-demo-sara,2023-04-20,2023-04-21,Congés Payés,Rejeté,Vacances familiales
09d35b0a-adb0-41e5-94ee-5dd11d6d1a5b,emp-demo-sara,2023-07-25,2023-07-30,Autres,Approuvé,Déménagement
0d6ccf5a-29d4-4bcd-9490-35cd3899aaf9,emp-demo-sara,2023-08-29,2023-09-08,Congés Payés,Approuvé,Repos
d13f4966-ba64-487b-b689-698ec507db4b,emp-demo-sara,2023-04-23,2023-04-24,Congés Payés,Approuvé,Repos
f49d5cba-9c48-42f6-9f85-9a2f7738c5dc,emp-demo-sara,2023-08-23,2023-08-24,Maladie,Approuvé,Grippe
7dfbd8e4-a539-44f8-9a5a-f178a5e71f11,emp-demo-sara,2023-10-12,2023-10-17,Congés Payés,Approuvé,Vacances
237f04a8-1f38-4dd8-9f78-86c56f15fb55,emp-demo-sara,2024-06-03,2024-06-06,Raisons personnelles,Approuvé,Raisons personnelles
4e6559bc-06d7-4174-b97b-b00a6cc1a167,emp-demo-sara,2024-12-17,2024-12-18,Maladie,Approuvé,Grippe
58b9a769-63bc-4e46-94b3-e60d7f15930e,emp-demo-sara,2024-03-16,2024-03-17,Congés Payés,Approuvé,Repos
e22c0d6f-d4e3-40dd-9345-08da38e238b3,emp-demo-sara,2024-09-28,2024-09-30,Congés Payés,Approuvé,Vacances
af299d9e-901a-4191-a9c7-a7a49ca7cb70,emp-demo-sara,2024-10-09,2024-10-16,Congés Payés,Approuvé,Vacances familiales
f0b32041-8131-43f0-8442-b22661e5811a,emp-demo-sara,2024-08-20,2024-08-23,Maladie,Approuvé,Repos médical
19616a97-2dac-4f90-8c5d-46aba0099a6f,emp-demo-sara,2025-03-20,2025-03-25,Congés Payés,Approuvé,Vacances
2233d4fd-152a-49b0-8d8d-20ea0e8264a9,emp-demo-sara,2025-02-19,2025-02-26,Congés Payés,Approuvé,Vacances
0e1939f1-e04f-415a-b6ed-d60e09cd2670,emp-demo-sara,2025-10-15,2025-10-17,Congés Payés,Approuvé,Voyage
693e0e9c-f31e-41ed-a7de-c4c2aa2bfac9,emp-demo-sara,2025-05-28,2025-06-02,Congés Payés,Approuvé,Vacances familiales
0966d932-d93b-4587-8e6e-0ea7bf39304e,emp-demo-sara,2026-02-27,2026-03-06,Congés Payés,Approuvé,Vacances
94bdf517-fcb8-48e5-8479-502f592af4e2,emp-demo-sara,2026-02-27,2026-03-06,Autres,Rejeté,Formation externe
a634ad90-e84c-4b85-a2a7-5d94138dbd0b,emp-demo-sara,2026-03-10,2026-03-11,Congés Payés,Approuvé,Repos
6b6154a5-ff1e-48b3-8f98-7111c246c2c2,emp-demo-sara,2026-02-16,2026-02-26,Maladie,Approuvé,Repos médical
e34d17a2-33c7-47d3-969f-ff76bd635623,emp-demo-sara,2026-01-08,2026-01-09,Congés Payés,Approuvé,Voyage
efd32ab1-130c-4325-bc99-3a96981c338f,emp-demo-admin,2024-06-22,2024-06-29,Maternité/Paternité,Approuvé,Congé parental
97b78a06-353a-4701-bf91-f3c49083095e,emp-demo-admin,2024-04-04,2024-04-11,Congés Payés,Approuvé,Voyage
658ade29-01c9-467e-ad7a-3e7a0da9a4c8,emp-demo-admin,2024-09-19,2024-09-24,Congés Payés,Approuvé,Vacances
b92e18c6-5782-4d02-95f8-f3f069c5ac3b,emp-demo-admin,2024-03-11,2024-03-13,Maladie,Approuvé,Consultation médicale
abec021d-f303-4aa5-b70b-7aa606ec991b,emp-demo-admin,2025-11-03,2025-11-04,Congés Payés,Rejeté,Vacances familiales
176654f2-994f-4b50-81bb-fc509e743026,emp-demo-admin,2025-06-17,2025-06-18,Congés Payés,Approuvé,Vacances familiales
c3b2dc03-5214-417d-9fdd-2a2a3a443791,emp-demo-admin,2025-12-27,2025-12-29,Maladie,Approuvé,Consultation médicale
1b3b400d-3d16-4a1c-8ea2-ceccb1bfb141,emp-demo-admin,2025-01-22,2025-01-25,Congés Payés,Approuvé,Repos
1db3fe81-198a-453f-afc5-5716654c1c73,emp-demo-admin,2025-10-21,2025-10-24,Maladie,Approuvé,Consultation médicale
4564f054-e550-4c3c-9a20-f4d097549a27,emp-demo-admin,2026-06-08,2026-06-11,Maladie,Approuvé,Consultation médicale
571d8b77-514a-4b06-8346-ba58723472e6,emp-demo-admin,2026-04-22,2026-04-27,Congés Payés,Approuvé,Repos
66b8b947-3314-4eca-a559-df48b410a7e6,emp-demo-admin,2026-02-26,2026-02-28,Congés Payés,Approuvé,Vacances
93ccfa1a-4f97-4d19-afb7-ecd5af7baaf9,emp-1,2022-09-07,2022-09-10,Raisons personnelles,Approuvé,Raisons personnelles
6832811e-5258-4175-8975-7075b4e559d9,emp-1,2022-05-26,2022-05-28,Congés Payés,Approuvé,Vacances
3f965ae0-7b82-47cf-a057-48190477000d,emp-1,2022-11-20,2022-11-23,Maladie,Approuvé,Repos médical
6744f4d7-1b21-4ea5-b184-33755b96b1ff,emp-1,2023-08-14,2023-08-15,Congés Payés,Approuvé,Repos
2b38a9b2-0e1d-42be-954f-f8146a115f61,emp-1,2023-06-30,2023-07-05,Congés Payés,Approuvé,Vacances
f6f224be-1e5a-4538-9f24-76e6de9b4875,emp-1,2023-02-09,2023-02-14,Raisons personnelles,Approuvé,Raisons personnelles
57a1346f-2475-42e5-b51e-a35f3e3320b4,emp-1,2024-01-22,2024-01-25,Autres,Approuvé,Événement familial
287ff0e9-6427-4adf-8b52-4692a606fca4,emp-1,2024-09-13,2024-09-15,Congés Payés,Approuvé,Repos
02654c47-8d4f-4a2e-9fe9-e87ce49f43db,emp-1,2024-09-15,2024-09-20,Congés Payés,Approuvé,Voyage
2f594655-299e-45a0-be44-ebe9c766bc86,emp-1,2024-11-08,2024-11-10,Congés Payés,Approuvé,Voyage
d68550d0-aeb1-4e9d-8da3-635d7aa2b6db,emp-1,2024-11-02,2024-11-03,Maladie,Approuvé,Consultation médicale
cef0c7f3-c17f-45a7-8b13-a354dad24ec0,emp-1,2024-12-13,2024-12-16,Congés Payés,Approuvé,Vacances familiales
bc6da0dc-4a99-47b5-b360-f447b3e9dc1f,emp-1,2025-12-06,2025-12-07,Congés Payés,Rejeté,Voyage
a660424c-5b13-476e-afde-60999b7c17fb,emp-1,2025-12-29,2026-01-08,Congés Payés,Approuvé,Repos
4a7001ba-e295-4db1-bfdb-3ae58882573a,emp-1,2025-12-26,2026-01-02,Maladie,Approuvé,Repos médical
620390f5-a647-49f2-9f45-a7b5eaacc443,emp-1,2025-08-05,2025-08-10,Congés Payés,Approuvé,Vacances familiales
c1177406-f149-4722-ba67-5833e496b16e,emp-1,2025-04-09,2025-04-11,Congés Payés,Approuvé,Vacances
9c90dc35-9afe-4cf0-bc89-b63a7e5ad30f,emp-1,2025-09-27,2025-09-28,Congés Payés,Approuvé,Vacances familiales
1fd9e871-7f03-4371-8013-e00609704e01,emp-1,2026-02-11,2026-02-13,Maladie,Approuvé,Repos médical
9b458889-f1df-4816-b417-f8cd963067ca,emp-1,2026-01-12,2026-01-15,Maladie,Approuvé,Repos médical
f154c519-ff8c-49b3-b0a7-f78ecfec8bd6,emp-1,2026-04-25,2026-04-27,Congés Payés,Rejeté,Voyage
30694dc9-93e6-41f7-a5e7-258c4e09bd64,emp-2,2021-12-29,2022-01-12,Congés Payés,Approuvé,Voyage
5ae35f27-3798-4bce-8f91-9842c7e8e878,emp-2,2021-11-20,2021-12-04,Autres,Approuvé,Déménagement
a21dfbf0-e00a-4103-b7c1-73eae608cb52,emp-2,2021-12-06,2021-12-16,Maladie,Approuvé,Grippe
0fb5117b-b1e7-4b61-a7be-9493b52791a0,emp-2,2021-09-15,2021-09-17,Raisons personnelles,Approuvé,Raisons personnelles
69296d04-0b9d-455e-9cb1-9e2a3b9f67ac,emp-2,2021-11-28,2021-12-08,Raisons personnelles,Approuvé,Raisons personnelles
430688ca-5c52-49d5-ac63-c015d7f4970a,emp-2,2021-10-04,2021-10-07,Congés Payés,Approuvé,Repos
0ca32c7b-44e7-4b5c-999a-03831cee63c2,emp-2,2021-10-29,2021-11-05,Congés Payés,Approuvé,Voyage
47fa1702-fdaf-4daa-97ae-55872cba4ad0,emp-2,2022-08-29,2022-09-01,Congés Payés,Approuvé,Repos
a8c6ca90-64af-4388-929e-a9b31dffc798,emp-2,2022-10-08,2022-10-18,Maladie,Approuvé,Consultation médicale
d0478323-1ba3-4ff5-95fd-d4153da1b062,emp-2,2022-03-04,2022-03-05,Congés Payés,Approuvé,Voyage
b31ae0c4-a88a-4505-b966-130c1d9c1e54,emp-2,2022-09-13,2022-09-18,Congés Payés,Approuvé,Vacances familiales
73d0adaa-2fe6-4081-b36f-658e0ca2348c,emp-2,2022-05-30,2022-06-02,Maladie,Approuvé,Consultation médicale
44904f9a-7482-4003-9f97-da56384c48fd,emp-2,2022-12-09,2022-12-10,Raisons personnelles,Approuvé,Raisons personnelles
5ed54883-8a05-45e0-9ef4-ece2b49cc6b5,emp-2,2022-01-23,2022-01-28,Raisons personnelles,Approuvé,Raisons personnelles
627e73d1-5e5e-4b15-b28b-1b13ed9f15cc,emp-2,2023-05-04,2023-05-11,Maladie,Approuvé,Consultation médicale
45e23894-3037-4d58-9804-19065836f15c,emp-2,2023-06-30,2023-07-05,Autres,Approuvé,Événement familial
7429f4b7-36b2-41d5-926e-f215a2813122,emp-2,2023-11-20,2023-11-22,Congés Payés,Approuvé,Voyage
46da8e57-013d-43a3-aad4-0a2ac2ac618f,emp-2,2023-04-14,2023-04-15,Congés Payés,Approuvé,Repos
39aef9b9-5f2b-4f8c-bd0d-165b10ba2e1b,emp-2,2024-08-30,2024-09-01,Maternité/Paternité,Approuvé,Congé parental
6269f162-fd18-47b2-a646-0e48704f349f,emp-2,2024-06-18,2024-06-20,Maternité/Paternité,Approuvé,Congé parental
98594214-25f8-429f-8310-f64a9caa4345,emp-2,2024-07-16,2024-07-18,Congés Payés,Approuvé,Repos
ea85e5e7-bd27-41ae-88a3-777cac3f4bbe,emp-2,2024-02-12,2024-02-19,Congés Payés,Approuvé,Vacances familiales
37d741d5-373a-45c2-8779-be62a11485d0,emp-2,2024-06-13,2024-06-14,Congés Payés,Approuvé,Voyage
f5e81c45-e032-4bf8-8cec-7ffdf04583c8,emp-2,2024-08-06,2024-08-08,Congés Payés,Approuvé,Repos
d74e929e-3df4-4aaf-89f5-91deb9475347,emp-2,2025-11-24,2025-12-08,Raisons personnelles,Approuvé,Raisons personnelles
87d71ef3-1b7f-45d9-b537-fe8fc2b60814,emp-2,2025-12-14,2025-12-16,Congés Payés,Approuvé,Voyage
61e53676-7484-41a7-90db-41e12a10718d,emp-2,2025-02-04,2025-02-06,Maladie,Approuvé,Repos médical
e0fb3bd3-8abf-4353-93f6-35598d05eefe,emp-2,2025-12-14,2025-12-17,Congés Payés,Approuvé,Vacances
0e9aebb3-a311-448c-83c9-b3b466c5ee44,emp-2,2026-04-04,2026-04-07,Maladie,Approuvé,Consultation médicale
50430c83-12d9-4c3a-9e03-888f1cd1a13a,emp-2,2026-02-17,2026-02-20,Congés Payés,Approuvé,Repos
f2d39e7f-24a9-4da3-9001-f77b28676c01,emp-2,2026-04-25,2026-04-27,Maladie,Approuvé,Consultation médicale
ebf9868e-0931-4f26-ae45-03a1b56452bd,emp-2,2026-02-04,2026-02-14,Congés Payés,Approuvé,Voyage
979441d2-b9e5-43b0-a545-b6c8fa2073ab,emp-2,2026-03-23,2026-03-28,Maladie,Approuvé,Grippe
a9dc91a1-51f0-4b9c-ba3c-270c43055394,emp-2,2026-06-13,2026-06-15,Congés Payés,Approuvé,Vacances familiales
bfbadbd1-ad90-4c78-807d-21aa0bcc8d63,emp-3,2022-07-19,2022-07-22,Maladie,Approuvé,Repos médical
612ec1cd-9589-49e5-ba3a-7a468b7b65c1,emp-3,2022-07-29,2022-07-31,Raisons personnelles,Approuvé,Raisons personnelles
40be2a5e-adf5-49af-800b-4414b41c79b1,emp-3,2022-07-31,2022-08-01,Congés Payés,Approuvé,Voyage
a8177c65-119a-4e14-9271-62b4da43721f,emp-3,2022-10-09,2022-10-10,Autres,Approuvé,Événement familial
879ddea7-7d2c-4537-bd37-891fba652b64,emp-3,2022-11-18,2022-11-28,Congés Payés,Approuvé,Vacances familiales
426d55ff-d6ca-4717-a730-4a58c8c60d26,emp-3,2023-06-15,2023-06-25,Congés Payés,Rejeté,Repos
7524b22a-cab6-4666-a234-988003064756,emp-3,2023-04-11,2023-04-16,Maladie,Approuvé,Repos médical
1334a8f8-a878-4659-9835-b9f43d2d483a,emp-3,2023-02-17,2023-02-22,Congés Payés,Rejeté,Vacances familiales
cb637b38-c70d-406b-a16d-f13db31196eb,emp-3,2024-11-05,2024-11-07,Raisons personnelles,Approuvé,Raisons personnelles
d9a6b641-453a-49e4-a319-67d7ab9caed4,emp-3,2024-11-24,2024-12-01,Congés Payés,Approuvé,Voyage
39bf46f0-cfe9-4d19-8bf9-36e7ccf0f7c1,emp-3,2024-01-16,2024-01-19,Maladie,Approuvé,Grippe
0c341105-fe2d-4dc6-b712-2999491b541d,emp-3,2024-12-16,2024-12-19,Congés Payés,Approuvé,Vacances familiales
8c4fe4bf-e08c-41c7-94f6-688c945ac703,emp-3,2024-09-04,2024-09-07,Congés Payés,Approuvé,Repos
2e9c827f-12f0-45d8-923e-271064619d03,emp-3,2024-07-23,2024-07-24,Congés Payés,Approuvé,Repos
fa0d8db9-1e7b-4591-98b3-bc06db960c0f,emp-3,2025-05-17,2025-05-20,Congés Payés,Approuvé,Voyage
79b889c4-1bd7-4a21-ba83-b89ec8cd13bb,emp-3,2025-05-08,2025-05-22,Raisons personnelles,Approuvé,Raisons personnelles
8ecada21-e45c-42cb-86f7-16b1f914d814,emp-3,2026-05-12,2026-05-15,Autres,Approuvé,Formation externe
fe140f6d-5e88-43bf-aa81-ed6879cf4144,emp-3,2026-04-28,2026-05-12,Congés Payés,Approuvé,Vacances
3b114e94-6b8d-4369-81a8-3321f7512248,emp-3,2026-06-02,2026-06-12,Maladie,Approuvé,Consultation médicale
f6a52762-c273-4582-8399-b1a70507acd5,emp-3,2026-02-04,2026-02-14,Maladie,Approuvé,Consultation médicale
9684aee6-4859-41ba-841d-a56622c8f324,emp-3,2026-01-14,2026-01-19,Congés Payés,Approuvé,Vacances
ebe3e855-73fe-4f0c-bee4-02fa890663bf,emp-4,2023-10-09,2023-10-11,Raisons personnelles,Approuvé,Raisons personnelles
c2017698-7b48-47eb-b289-dbec21a69092,emp-4,2023-07-21,2023-07-24,Raisons personnelles,Approuvé,Raisons personnelles
5835eb5c-be27-4c74-b5b2-a52343ae9cca,emp-4,2023-11-05,2023-11-10,Congés Payés,Approuvé,Vacances familiales
8f2ed9de-9613-4cb4-9318-dd00e98d98eb,emp-4,2023-08-31,2023-09-05,Congés Payés,Approuvé,Vacances familiales
15a97341-8f0c-4b0f-b56a-3772002b4dcd,emp-4,2023-06-13,2023-06-15,Raisons personnelles,Approuvé,Raisons personnelles
3fecacd4-1174-47c5-934f-9c776b570367,emp-4,2024-09-17,2024-09-22,Maladie,Approuvé,Grippe
5389bfa3-de86-42e1-956e-1addcacc7af9,emp-4,2024-12-10,2024-12-11,Congés Payés,Approuvé,Vacances
252ede93-83d1-4ddf-a6fe-8127299256dc,emp-4,2024-05-15,2024-05-29,Maternité/Paternité,Approuvé,Congé parental
97703024-1722-4086-acd5-02f09555fb17,emp-4,2024-10-25,2024-10-28,Congés Payés,Approuvé,Voyage
45a94f8f-644a-4be0-a557-db663fd7da66,emp-4,2024-05-04,2024-05-05,Raisons personnelles,Approuvé,Raisons personnelles
db8e56dd-84c5-40f5-9ffc-4d93ebb675ad,emp-4,2024-08-02,2024-08-04,Maladie,Approuvé,Repos médical
2c2f97d9-3ace-49ed-ac46-74268f8012a2,emp-4,2025-12-28,2025-12-29,Congés Payés,Approuvé,Voyage
6a41fa33-1cb8-4b89-ac02-2da7a682bba4,emp-4,2025-06-10,2025-06-24,Congés Payés,Approuvé,Repos
5ff4bd1a-f119-4f9c-8933-fd31e85b5a3b,emp-4,2026-06-14,2026-06-21,Congés Payés,Approuvé,Vacances familiales
9746a834-0f90-4d58-99ca-f07d2f23953b,emp-4,2026-03-18,2026-03-20,Raisons personnelles,Approuvé,Raisons personnelles
4a627a24-7805-4bfa-981b-f1c9a877c0fd,emp-4,2026-05-06,2026-05-08,Congés Payés,Rejeté,Repos
1cac8ce8-adf6-40b8-9510-c99592a43052,emp-4,2026-05-27,2026-06-01,Congés Payés,Rejeté,Repos
da36a07f-d04d-4d5c-986f-d5700f4b26f5,emp-4,2026-01-11,2026-01-13,Maladie,Approuvé,Repos médical
b0684f78-a9d6-4171-bf87-ffa761e2b185,emp-4,2026-05-03,2026-05-05,Autres,Approuvé,Déménagement
8c694955-01d2-4040-9a6d-c67ebfb25ee8,emp-4,2026-06-07,2026-06-14,Congés Payés,Approuvé,Vacances familiales
4fafadf0-7c1c-4555-a4ce-a5c6234a1502,emp-5,2023-05-23,2023-05-26,Maladie,Approuvé,Consultation médicale
b674f905-fcb6-4a09-b7b9-e7fc22d64d57,emp-5,2023-12-21,2023-12-23,Maladie,Approuvé,Grippe
9cddac8e-1d03-42ab-b60b-1d09ed5e1a48,emp-5,2024-05-27,2024-05-29,Maladie,Approuvé,Repos médical
55a0f858-d568-486d-8716-3a4d6b1d9fe5,emp-5,2024-04-28,2024-05-03,Maladie,Rejeté,Grippe
5cd118e2-c869-43da-a988-5d75d60e56ff,emp-5,2024-01-19,2024-02-02,Congés Payés,Approuvé,Repos
eccc9ced-a147-40ba-909c-82d758efe63c,emp-5,2025-10-18,2025-10-23,Raisons personnelles,Approuvé,Raisons personnelles
a984f627-ca37-40cf-b017-f0ae0cdba2a9,emp-5,2025-09-26,2025-09-29,Raisons personnelles,Approuvé,Raisons personnelles
51bef766-c8c1-492a-9b8e-3e14995b6a98,emp-5,2025-02-27,2025-03-01,Maladie,Approuvé,Consultation médicale
f23d4a90-37f5-4807-a751-007f429fc825,emp-5,2025-06-22,2025-06-29,Maladie,Approuvé,Repos médical
d7cb21e3-0826-465e-81d9-914e711e8341,emp-5,2026-04-20,2026-04-25,Congés Payés,Approuvé,Vacances familiales
c3775572-b1b5-4efe-abb0-3a9c955c642c,emp-5,2026-03-24,2026-04-03,Congés Payés,Approuvé,Voyage
b57123d1-9ba0-4cf6-a8a3-37bc391e4ed8,emp-5,2026-03-19,2026-03-24,Maladie,Approuvé,Repos médical
4dca53d2-b115-4cd2-adc8-46563b0c0216,emp-5,2026-01-16,2026-01-21,Congés Payés,Approuvé,Repos
0711aab0-0bde-4160-b49e-0aa28a113cec,emp-5,2026-06-13,2026-06-23,Congés Payés,En attente,Vacances familiales
736e7fa8-5c11-4a41-ada0-267048bbd98f,emp-6,2023-11-12,2023-11-19,Maladie,Approuvé,Repos médical
94750ace-c0e6-4ff4-a39f-29db91462ffc,emp-6,2023-09-12,2023-09-19,Maladie,Approuvé,Repos médical
dfe88e08-3184-4aba-aa8f-437d78c46064,emp-6,2023-12-01,2023-12-08,Congés Payés,Approuvé,Vacances
bc8b485e-2152-4b6c-b98b-8535be82eb45,emp-6,2024-10-20,2024-10-25,Congés Payés,Approuvé,Voyage
b33eff5c-4616-450b-a7e9-ecda13ba7d1d,emp-6,2024-04-15,2024-04-22,Congés Payés,Approuvé,Voyage
2a7f3bd2-6691-492d-bf9d-7eab28bf097c,emp-6,2024-03-08,2024-03-13,Congés Payés,Approuvé,Voyage
261e200f-c5b5-4bf4-b520-c653bd0ada82,emp-6,2025-01-12,2025-01-15,Autres,Approuvé,Événement familial
34c6663a-7a83-4581-a620-09361fc7e2aa,emp-6,2025-06-26,2025-07-03,Congés Payés,Approuvé,Vacances
a25f66f7-380a-48f6-8152-cfd14567e3d7,emp-6,2025-05-27,2025-05-30,Maternité/Paternité,Approuvé,Congé parental
53f3e305-dbed-4cca-82a2-4fbf902c75aa,emp-6,2025-08-18,2025-08-28,Raisons personnelles,Approuvé,Raisons personnelles
c4024510-04bd-4a46-af96-4a31ffb3fccd,emp-6,2025-03-02,2025-03-04,Congés Payés,Approuvé,Vacances familiales
c344e61f-88ff-4c77-9bd1-a3e07fbe0c00,emp-6,2025-06-02,2025-06-05,Maladie,Approuvé,Consultation médicale
70558573-bb2c-485d-96d3-66d2ed387731,emp-6,2025-08-24,2025-08-26,Congés Payés,Rejeté,Vacances
1a4699a2-8fd6-4970-99a6-102c3947f4cc,emp-6,2026-06-07,2026-06-14,Autres,Approuvé,Déménagement
ac662bbf-bc74-43dd-bea5-fa3f9a92f14c,emp-6,2026-06-02,2026-06-03,Maladie,Approuvé,Consultation médicale
1771644e-7c76-419e-a86a-d6e6fa6d7c5c,emp-6,2026-01-12,2026-01-15,Congés Payés,Approuvé,Vacances
9d1b6879-2d78-48a3-8409-7afc8dd7d475,emp-6,2026-03-16,2026-03-18,Raisons personnelles,Approuvé,Raisons personnelles
47f32fd7-a810-44b2-8f9e-acad12a2a743,emp-6,2026-02-06,2026-02-20,Congés Payés,Approuvé,Repos
875502b9-007d-41e8-a2fe-622090ca6376,emp-7,2024-03-30,2024-04-04,Congés Payés,Approuvé,Repos
bb9706b4-4d35-4769-885a-1043cdfc8d6e,emp-7,2024-07-14,2024-07-21,Congés Payés,Approuvé,Vacances familiales
9e35ac51-400a-4c68-b348-86bc73fe1842,emp-7,2024-04-04,2024-04-11,Congés Payés,Approuvé,Repos
0b0387bf-7f1a-4fa9-bad0-64e09e55f121,emp-7,2024-08-25,2024-09-04,Maladie,Rejeté,Grippe
31e4fe2e-703b-4c17-9c52-47cbd6f939ca,emp-7,2024-05-10,2024-05-12,Maladie,Rejeté,Consultation médicale
99f4d60a-180f-4deb-9544-e78b2419c2be,emp-7,2024-04-07,2024-04-08,Congés Payés,Approuvé,Vacances
004acc03-4ab9-4c22-ab1f-cf85bb422814,emp-7,2025-12-10,2025-12-15,Congés Payés,Approuvé,Repos
b0b153ac-5ccb-454d-ad0a-202238aadc84,emp-7,2025-04-19,2025-04-29,Raisons personnelles,Approuvé,Raisons personnelles
ad6c4775-2078-4646-a0b5-7fd495edf513,emp-7,2025-11-06,2025-11-13,Congés Payés,Approuvé,Repos
c8db4ab2-a6cc-4295-b7ac-a66b23615438,emp-7,2025-08-27,2025-09-01,Congés Payés,Approuvé,Voyage
21259996-28e3-4222-9c00-dcf4d7ac3ba8,emp-7,2025-08-29,2025-09-05,Congés Payés,Approuvé,Repos
cc2329c7-b3f4-49f4-b9e0-f5b7bb4856e3,emp-7,2025-10-16,2025-10-26,Maladie,Approuvé,Grippe
740386f6-22ef-4570-b565-569735f4d692,emp-7,2026-03-26,2026-03-28,Maladie,Approuvé,Grippe
7b6d0191-4051-4ff1-b0e9-e44f47ed065e,emp-7,2026-06-14,2026-06-21,Congés Payés,En attente,Repos
7e314a61-74fd-43ed-84b8-e787f1af0268,emp-7,2026-05-20,2026-05-23,Raisons personnelles,Approuvé,Raisons personnelles
b550bade-a2ae-4218-897d-0a0af92f348e,emp-8,2026-02-05,2026-02-12,Congés Payés,Approuvé,Vacances familiales
d3a289de-c950-4c49-96c3-dfa093b83dfd,emp-8,2026-03-03,2026-03-04,Congés Payés,Approuvé,Voyage
1707700c-31ee-4881-9105-cc4fc9962307,emp-9,2021-09-02,2021-09-07,Congés Payés,Approuvé,Repos
f8b9aa0d-0977-4298-93ce-40f4fdcc04c0,emp-9,2021-09-04,2021-09-09,Maladie,Approuvé,Consultation médicale
e2b12ffb-c72d-4b59-8d88-eab3d1ea165a,emp-9,2022-03-18,2022-03-20,Maladie,Approuvé,Grippe
03f9dc67-fb1e-4df7-b0c8-d42890a40fbf,emp-9,2022-02-10,2022-02-13,Congés Payés,Approuvé,Vacances familiales
