id,employee_id,contract_type,start_date,end_date,salary,is_active
3a3e8818-1ab0-4dfa-bddd-4957ffdb3a8b,emp-22,CDI,2018-05-10T00:00:00,,53776,true
5450f348-4a90-45a7-afe6-6919b5015c38,emp-23,CDI,2023-09-14T00:00:00,,68429,true
080dd776-0732-4369-a968-8a56f5390581,emp-24,CDI,2016-08-16T00:00:00,,73619,true
6c7be58e-1d1f-42af-bef2-c62d27546b1c,emp-25,CDI,2024-11-26T00:00:00,,49400,true
9b6472b7-836f-4318-8b88-49f65cb539fa,emp-26,CDI,2022-12-27T00:00:00,,77578,true
68ed1a44-b143-46dd-b9d2-d3ab3db7a18a,emp-27,CDI,2020-12-03T00:00:00,,81489,true
944a8e69-66a9-4c2f-a9b8-4b6f9e438caa,emp-28,CDD,2024-05-16T00:00:00,2025-04-27T00:00:00,30186,false
fed50908-3ab0-452c-94b4-a4d5b080c7ac,emp-28,CDI,2025-04-28T00:00:00,,60802,true
30cf3555-b00b-4f9c-94b1-d790ab0251d4,emp-29,CDI,2021-03-15T00:00:00,,87131,true
f74fa7ab-afc6-4673-aeb4-7d5620777ddf,emp-30,CDI,2025-03-07T00:00:00,,70894,true
5dc0c0bd-f6e2-4db9-aa31-91c5021f13d8,emp-31,CDD,2021-10-23T00:00:00,2022-06-27T00:00:00,39693,false
2b9d0ef0-07f9-458c-bcf6-8c447922d45d,emp-31,CDI,2022-06-28T00:00:00,,61597,true
9f52fff1-0134-4d2f-b0d1-a93f6a392a2e,emp-32,CDI,2025-08-23T00:00:00,,41181,true
59681a7c-849c-47ff-945d-5c0cbbec2ee7,emp-33,CDD,2023-07-08T00:00:00,2024-05-21T00:00:00,38300,false
f3932028-0cf2-4e1d-a11a-fb88ffcd4bd7,emp-33,CDI,2024-05-22T00:00:00,,53640,true
f14daef5-0e44-4af9-b6b4-74e58c8afac5,emp-34,CDD,2022-03-11T00:00:00,2023-01-10T00:00:00,40059,false
1afe7049-f8aa-42fe-85d3-9012193be11a,emp-34,CDI,2023-01-11T00:00:00,,44226,true
5627bb97-f063-4f33-b986-e70c4fbee5ac,emp-35,CDI,2021-07-21T00:00:00,,48778,true
e0b0148b-dce7-4b6a-9bb7-b39e436ee741,emp-36,CDI,2024-11-09T00:00:00,,84502,false
9b7b5c9f-22b1-48da-b043-065c81bfb8f9,emp-37,CDD,2017-09-20T00:00:00,2018-04-18T00:00:00,42833,false
cc98560f-4b0c-4484-872b-86243d1b335f,emp-37,CDI,2018-04-19T00:00:00,,61205,true
93b928c1-9f61-4f2a-b17a-b3e7e115e11c,emp-38,CDI,2024-11-17T00:00:00,,70108,true
ce111529-a78a-4766-9528-4b9edd330caf,emp-39,CDI,2022-08-24T00:00:00,,70504,true
19b4c26e-57ad-4d0b-b549-32fdf795246a,emp-40,CDI,2025-10-03T00:00:00,,61734,true
b64b88a3-c862-4935-b60c-dafaacfa55f9,emp-41,CDI,2026-03-23T00:00:00,,87431,true
671a8a76-a742-44f6-99dd-915353478ea8,emp-42,CDD,2021-10-12T00:00:00,2022-06-18T00:00:00,37270,false
c9811c38-5ddb-42ec-ae47-0a23ab2405c4,emp-42,CDI,2022-06-19T00:00:00,,80477,false
37adb3b2-ab78-4d42-9081-7e0ba76c9ea1,emp-43,CDI,2024-12-31T00:00:00,,63242,true
1198f98d-8f1b-48d7-947a-7bcb83774efa,emp-44,CDD,2017-09-06T00:00:00,2018-05-22T00:00:00,36034,false
1074ed7a-d30f-47b2-aa1d-4d0e0854c0f5,emp-44,CDI,2018-05-23T00:00:00,,88226,true
c07f21aa-aa97-4ec7-bd56-c0f9128498a6,emp-45,CDI,2024-04-22T00:00:00,,48552,true
2313e4f0-7e28-4a00-8ba0-c1860ec145d1,emp-46,CDI,2020-03-21T00:00:00,,63659,false
55112c3c-9c70-4f8b-b3d5-ff1987d20263,emp-47,CDD,2021-04-06T00:00:00,2022-01-24T00:00:00,32442,false
175823f4-aaa5-486a-bdd4-e9831f676497,emp-47,CDI,2022-01-25T00:00:00,,73325,true
cebdd9cb-49a5-44de-8849-0d338cb72441,emp-48,CDD,2024-02-16T00:00:00,2024-09-14T00:00:00,30505,false
e4a16503-6447-423d-b406-46a30f3eb504,emp-48,CDI,2024-09-15T00:00:00,,58886,true
f8dbf251-451c-445f-b114-fbd78db470dd,emp-49,CDD,2022-10-16T00:00:00,2023-06-09T00:00:00,36911,false
6f9dbef6-f210-4038-a30c-956b7c2e1c87,emp-49,CDI,2023-06-10T00:00:00,,46953,true
d1c3fae3-0bc1-482e-9801-640ff208ba7a,emp-50,CDI,2020-06-13T00:00:00,,85873,false
93c19634-3471-48c0-bab8-8a12e43821b3,emp-51,CDI,2019-05-17T00:00:00,,41893,true
22333c71-c0e8-40d2-af5b-1d85555d9935,emp-52,CDD,2019-01-14T00:00:00,2019-10-09T00:00:00,36836,false
12136173-866c-4959-aef1-fd3a6adf6a26,emp-52,CDI,2019-10-10T00:00:00,,81006,true
00942b47-1540-4731-9613-1ca100485445,emp-53,CDD,2016-09-30T00:00:00,2017-08-28T00:00:00,37850,false
a39e4eb9-9ee8-462b-aad0-6644e91d4962,emp-53,CDI,2017-08-29T00:00:00,,70560,false
80ca39ba-0c84-4388-89cc-f6393c012c62,emp-54,CDI,2019-11-16T00:00:00,,70818,true
1c2fc32a-b76e-4b83-8f06-36c25784581c,emp-55,CDI,2017-10-17T00:00:00,,75462,false
b0e4517e-dc2d-4bee-9c0a-ee12036a21f6,emp-56,CDI,2025-05-26T00:00:00,,46748,true
06665dc0-678a-4052-858b-0a147c7f028c,emp-57,CDI,2017-08-27T00:00:00,,75371,true
efe79594-61be-4250-98cb-f41c1cb54beb,emp-58,CDI,2021-07-04T00:00:00,,70240,true
46973c46-ef84-421c-b2ad-fc0c6616c0dd,emp-59,CDI,2019-08-29T00:00:00,,78114,false
fc747388-4758-4c49-96b8-dbc89beea9e6,emp-60,CDD,2018-03-09T00:00:00,2018-10-01T00:00:00,31902,false
6b10017e-c4a7-41cc-aace-39c9e0300c1b,emp-60,CDI,2018-10-02T00:00:00,,45866,true
fa060013-d84d-4d10-aad4-f2333fbb8a26,emp-61,CDD,2021-07-09T00:00:00,2022-06-08T00:00:00,39269,false
0edb26c0-8d40-4fec-97d0-6e76c7db3166,emp-61,CDI,2022-06-09T00:00:00,,63635,true
903ba8ff-f6cf-49e7-8ac6-90a2784e25fd,emp-62,CDI,2022-06-09T00:00:00,,88980,false
ef9cb58d-c5de-4704-9ec0-c456e88c88b8,emp-63,CDI,2022-01-13T00:00:00,,79716,true
bcf31e5b-59d7-4f69-9b4d-d2cdaef5ec97,emp-64,CDI,2021-09-01T00:00:00,,60609,true
346b0965-18cd-4fdb-b4d8-efec9ded5cb9,emp-65,CDI,2023-11-30T00:00:00,,69407,true
cef4ce3f-bd84-4e19-815a-d4ab2ae287f4,emp-66,CDD,2016-07-04T00:00:00,2017-02-16T00:00:00,43081,false
6ec10bea-0bd1-4bfe-b1f0-ae10104ce368,emp-66,CDI,2017-02-17T00:00:00,,67955,true
428ef5be-c058-49f7-90df-a6acdef8a926,emp-67,CDI,2021-07-07T00:00:00,,54025,true
22455654-331b-497f-bf0e-f8d463e23a23,emp-68,CDI,2021-07-27T00:00:00,,78409,true
e01c6c55-686e-4268-baaa-741e81a06325,emp-69,CDI,2020-11-20T00:00:00,,56215,true
8f1942ae-ed4c-4ad3-b17b-f1a0eb72b92f,emp-70,CDI,2017-01-02T00:00:00,,63238,true
7cbb8cea-aef5-4e19-beb4-ae46fe3767f6,emp-71,CDI,2021-01-18T00:00:00,,76909,true
b851b168-354e-4a38-a01b-e970459feac9,emp-72,CDI,2018-06-16T00:00:00,,47026,true
483c9ecc-dc77-46bb-8ec5-6ee6f8916996,emp-73,CDI,2025-06-11T00:00:00,,41608,true
b97bb305-ecc0-4b2c-a25d-193bce797954,emp-74,CDI,2024-03-23T00:00:00,,55653,true
f76a9699-e07a-4f34-a28b-b693b43257be,emp-75,CDD,2022-06-26T00:00:00,2023-05-14T00:00:00,43369,false
a0adb583-7234-4858-8ede-98d3a543d281,emp-75,CDI,2023-05-15T00:00:00,,67353,true
0ad0d1e1-e16f-4c76-82ac-cb5841c11489,emp-76,CDD,2023-10-25T00:00:00,2024-08-31T00:00:00,30539,false
0e586c87-78ab-4366-a3c4-401beaf1fa41,emp-76,CDI,2024-09-01T00:00:00,,58807,true
9bf2b081-292a-4a1a-be82-a2dae193450b,emp-77,CDD,2021-02-15T00:00:00,2021-12-21T00:00:00,37729,false
57985128-e07b-4945-8192-33315e68812c,emp-77,CDI,2021-12-22T00:00:00,,73120,true
c47d07bc-6642-40ce-8546-a5996303608e,emp-78,CDI,2021-02-13T00:00:00,,74329,true
3e449829-6787-4f0d-8f06-f712f9cded0e,emp-79,CDI,2017-05-11T00:00:00,,61021,false
288e36a8-4cad-4ad1-a50d-5495c12acf77,emp-80,CDI,2016-12-05T00:00:00,,89500,true
859b5d6e-4bae-403e-a607-ab4d98c4dc97,emp-81,CDI,2022-07-21T00:00:00,,41290,true
c995dfe6-875c-4851-aeda-aa5e49a27708,emp-82,CDI,2018-09-08T00:00:00,,47426,true
9204d0b6-9d52-4450-9e97-14cb50ff9a1e,emp-83,CDD,2023-02-23T00:00:00,2024-01-14T00:00:00,33395,false
3954a520-e778-4c62-8dab-a58f75c4fbca,emp-83,CDI,2024-01-15T00:00:00,,82218,true
987ddf4d-6568-40f7-9865-b71746eb9af7,emp-84,CDD,2019-09-16T00:00:00,2020-06-28T00:00:00,35378,false
6bf823cd-0e04-4472-bc0d-e5af9bbc18e4,emp-84,CDI,2020-06-29T00:00:00,,59564,false
d8853cab-4912-488f-a602-c3f9c44c133b,emp-85,CDI,2025-04-18T00:00:00,,78704,true
398c4932-c834-4f6b-9757-db12dc70e519,emp-86,CDI,2022-02-02T00:00:00,,78888,false
ceb9998a-4b1d-494f-b9fe-aae7c327713f,emp-87,CDD,2018-04-25T00:00:00,2019-01-16T00:00:00,31859,false
b32f9ab5-c6ff-4408-a4c7-21de57b8fbdb,emp-87,CDI,2019-01-17T00:00:00,,50882,true
cdb290e2-4178-4b2b-973f-595c36138acb,emp-88,CDD,2020-07-14T00:00:00,2021-06-18T00:00:00,44295,false
b45d5a69-4d1f-49d7-b376-c9a9ddeb7c23,emp-88,CDI,2021-06-19T00:00:00,,79937,true
eb9ffde0-9468-4519-8a72-9c5686ab34b5,emp-89,CDI,2019-11-05T00:00:00,,44583,true
5310df8d-2ebf-4b20-b618-c5e1127803fc,emp-90,CDI,2022-07-09T00:00:00,,40710,true
a56d6193-96f2-4867-af04-05c31284fc18,emp-91,CDI,2018-07-22T00:00:00,,72096,true
88084a28-d248-4fb2-b461-1359deeae242,emp-92,CDI,2019-11-17T00:00:00,,50891,false
126ace25-58cb-496a-bf72-d45316045cfa,emp-93,CDI,2019-01-10T00:00:00,,74723,true
376c8df1-dbad-4086-945e-2d1766748d28,emp-94,CDD,2017-07-04T00:00:00,2018-01-27T00:00:00,44685,false
fbb3c950-89d1-4bca-9e97-2488050b86e7,emp-94,CDI,2018-01-28T00:00:00,,54159,true
616e2bb7-715d-4a1d-91ba-246118097150,emp-95,CDI,2020-03-05T00:00:00,,84322,true
dd32fa7c-cd67-420e-a7a2-62d5b3310d91,emp-96,CDI,2018-08-06T00:00:00,,53312,true
04e7b14a-2ea8-437b-bb32-58a1454f1a88,emp-97,CDI,2020-09-28T00:00:00,,72929,true
b0aa9ed8-cc1b-46fd-b788-93e453e04def,emp-98,CDD,2020-11-05T00:00:00,2021-05-15T00:00:00,34485,false
e2efa5e7-e623-42b4-a963-2da2c0fb30a4,emp-98,CDI,2021-05-16T00:00:00,,80938,true
780d1852-a924-4755-b5d1-43af6ed41cd4,emp-99,CDI,2021-07-12T00:00:00,,47938,true
4e0f6542-6241-4153-bba1-fcce06486bc7,emp-100,CDD,2016-08-11T00:00:00,2017-04-01T00:00:00,30056,false
e774c192-c8b4-4748-a59b-13573dac8e80,emp-100,CDI,2017-04-02T00:00:00,,81333,true
fdf01cf6-9153-410d-9f15-830914a36cd9,emp-101,CDI,2026-05-31T00:00:00,,89176,true
fba44c15-7db2-4871-b82c-f2c72249547c,emp-102,CDD,2020-04-04T00:00:00,2021-03-23T00:00:00,42611,false
01e04f0c-c6c3-4d52-931f-7bea1b402355,emp-102,CDI,2021-03-24T00:00:00,,63615,true
3fed4eb6-32f6-4582-b4a3-fe847d677afe,emp-103,CDI,2022-07-10T00:00:00,,55502,true
6448a90c-40c0-4f40-bd5f-c90ad9476572,emp-104,CDI,2021-05-13T00:00:00,,54451,true
bcaca09e-40ee-4dae-9b26-f854a76e7c67,emp-105,CDI,2026-05-13T00:00:00,,49845,true
d0240e1a-b359-476e-934c-071642c32e91,emp-106,CDI,2025-07-04T00:00:00,,64044,true
890b1cc3-9869-4d9b-afdf-a91aaab74f0a,emp-107,CDI,2019-06-07T00:00:00,,67691,true
21053e2a-42b6-4168-8ca3-5022d3fbbb8b,emp-108,CDI,2025-08-31T00:00:00,,81838,true
61b19ff7-061a-443a-9a64-2163c4dc64ca,emp-109,CDI,2022-01-01T00:00:00,,52560,true
4286ae0d-79f9-4d96-9c53-b93a2c82cbe6,emp-110,CDD,2021-03-14T00:00:00,2022-03-06T00:00:00,36177,false
c9405431-c414-4816-997c-8a2dcb37b64a,emp-110,CDI,2022-03-07T00:00:00,,56703,false
1a2b5d21-130c-40a8-9b1b-db758dfd8f5d,emp-111,CDI,2022-11-19T00:00:00,,88802,true
7f2fa496-4d9f-4d96-8264-1c6c31c039d4,emp-112,CDD,2023-12-12T00:00:00,2024-09-26T00:00:00,34365,false
ece471e3-0eee-4b0e-8f7e-08f248d2856e,emp-112,CDI,2024-09-27T00:00:00,,78129,false
4ad52f4e-2539-4408-a550-9547db86164c,emp-113,CDI,2017-08-30T00:00:00,,78126,true
f099c461-5fce-4dc8-94bf-e9a20b4e4b12,emp-114,CDI,2018-08-18T00:00:00,,43654,true
cf72e6d7-be51-427f-9d22-33a0ce161456,emp-115,CDI,2021-08-16T00:00:00,,79851,true
17166302-183d-4283-a725-e6d8f4d1a3c6,emp-116,CDI,2017-05-09T00:00:00,,63854,true
0343fd91-9b18-42c8-b65e-b227c5da4ff9,emp-117,CDI,2024-03-16T00:00:00,,86762,true
2a26060e-712c-4e1b-b2c7-43fbd3772257,emp-118,CDI,2022-08-01T00:00:00,,89900,true
b8d43d2c-6bf7-4030-90b6-0647de3932e8,emp-119,CDI,2022-07-30T00:00:00,,64973,true
d5c8ce1c-d6c5-4a5a-b065-c4212020726c,emp-120,CDD,2021-01-29T00:00:00,2021-09-09T00:00:00,38245,false
2079f964-bfa3-478c-bbec-13b3f629f233,emp-120,CDI,2021-09-10T00:00:00,,52962,true
9a3758e1-6cb3-4692-b354-48d662dd8de4,emp-121,CDI,2020-03-24T00:00:00,,43157,true
ca082791-3c86-415e-8b66-37611a09c459,emp-122,CDI,2017-05-05T00:00:00,,89144,true
762fc35d-27a8-4bbc-aab4-4d0f9d2be3b6,emp-123,CDI,2022-12-01T00:00:00,,53460,true
6889f252-2a87-41bf-94cf-396cfd270cdc,emp-124,CDD,2021-11-25T00:00:00,2022-07-03T00:00:00,41619,false
6b78daef-23f1-4553-a083-05428daa5b87,emp-124,CDI,2022-07-04T00:00:00,,55148,true
00a7bea6-6208-45ad-b8d3-2ea5b71222a1,emp-125,CDI,2020-02-25T00:00:00,,48657,true
f8139ac7-75ca-4f50-84e2-6d36d540b50c,emp-126,CDD,2022-12-02T00:00:00,2023-11-25T00:00:00,43211,false
4c237fee-3188-4376-9b82-e6ee0110b78b,emp-126,CDI,2023-11-26T00:00:00,,73961,true
dcd9d7ce-67c2-414f-8d7f-756993b62c7a,emp-127,CDI,2025-03-01T00:00:00,,65222,true
c543a4eb-6ede-4b24-9537-7e77cc65458f,emp-128,CDI,2017-12-26T00:00:00,,58060,true
5f65d178-e467-4330-a979-dff6b1986188,emp-129,CDI,2019-05-13T00:00:00,,43593,true
e3cb1d4d-603a-4cc0-bdf0-8ab99fbafdd8,emp-130,CDI,2020-11-08T00:00:00,,84062,true
714e8712-f7c4-408e-b082-0f17c9cfc9b6,emp-131,CDI,2018-07-29T00:00:00,,50579,true
4b810602-dc17-46e0-a8b3-a58732cc4c9b,emp-132,CDI,2024-08-08T00:00:00,,78163,true
c7ba3540-d619-4558-b5dd-d5ffb5acf686,emp-133,CDD,2025-10-12T00:00:00,2026-05-28T00:00:00,39577,false
5b106e6a-54e5-4252-baa9-19230bd46061,emp-133,CDI,2026-05-29T00:00:00,,54594,true
46839738-2980-42de-bbd5-c7d91e4306fd,emp-134,CDD,2020-10-08T00:00:00,2021-09-19T00:00:00,35813,false
30d2fe61-2741-409a-b8e9-7aa14c310f97,emp-134,CDI,2021-09-20T00:00:00,,49157,true
eb86487b-d8b5-4034-8b88-e91ba02683c8,emp-135,CDD,2021-11-20T00:00:00,2022-07-21T00:00:00,37704,false
228f2b7c-8195-4d06-bba1-f29527958390,emp-135,CDI,2022-07-22T00:00:00,,88325,true
c61922d1-82b7-4763-a68f-1fde31fe8b0e,emp-136,CDI,2024-03-12T00:00:00,,80998,true
b3414df7-7a30-4d62-adb6-4c771628bb7f,emp-137,CDD,2020-01-12T00:00:00,2020-10-28T00:00:00,30529,false
80e78cf3-73f4-46da-b68c-f0f2435c0657,emp-137,CDI,2020-10-29T00:00:00,,53754,true
edbbfac6-3d6d-48a7-bce0-2ae063dc4ee4,emp-138,CDI,2018-09-19T00:00:00,,63732,true
cd1c57a9-a2b9-48a8-acc7-541456be4d44,emp-139,CDI,2026-04-28T00:00:00,,50517,true
554ba83f-9aec-49e8-942a-4e7ac0ede588,emp-140,CDD,2017-03-17T00:00:00,2017-12-29T00:00:00,31891,false
e4ceb164-2e15-40ae-8389-29cc78a0872a,emp-140,CDI,2017-12-30T00:00:00,,72134,false
fdac373f-976f-447a-a2af-8a39b075e89b,emp-141,CDI,2017-02-08T00:00:00,,65667,true
2e60ff72-7925-487c-a34c-3a8fc50a3931,emp-142,CDD,2021-01-28T00:00:00,2021-09-22T00:00:00,39587,false
0d775593-12ec-48bd-a085-0c18742e099a,emp-142,CDI,2021-09-23T00:00:00,,56768,true
c2a09e85-2c20-4f0e-8a4e-29fd9465fca1,emp-143,CDI,2018-10-18T00:00:00,,88302,true
3ef824ee-3cd8-432d-84c4-67d0947b2b9e,emp-144,CDD,2024-07-01T00:00:00,2025-01-17T00:00:00,33857,false
411747c4-82fe-4198-bba1-34a78368324d,emp-144,CDI,2025-01-18T00:00:00,,41194,true
0f193ab2-f9a7-4a75-bdc2-9db11ca6fcf2,emp-145,CDI,2017-03-19T00:00:00,,66244,false
357b980c-f551-46ab-a3ce-c16fd7a0ceb4,emp-146,CDI,2023-09-23T00:00:00,,52520,true
2f02b6f3-acdd-494d-b743-b7ef174ddc10,emp-147,CDI,2017-04-03T00:00:00,,71906,true
bcfa3e0a-7ee3-4484-8065-fa30f489d97b,emp-148,CDI,2016-10-30T00:00:00,,59826,false
0fc7af3f-9e5b-4a6c-b21f-04ed747719c5,emp-149,CDI,2021-05-19T00:00:00,,45335,true
d642e4f5-769e-4db3-857a-7bfcf6de6dfe,emp-150,CDI,2018-06-23T00:00:00,,54639,true
5e6f2943-3821-431c-810e-dff64acf3f9b,emp-151,CDI,2020-07-16T00:00:00,,54490,true
7bbdf7d3-b864-46fa-ad28-f600d36678ac,emp-152,CDD,2020-01-24T00:00:00,2020-09-21T00:00:00,42509,false
4169dbe3-5712-4428-a08d-57aa4c942e11,emp-152,CDI,2020-09-22T00:00:00,,42928,true
6e34b569-7aa3-487f-9739-d9d578125211,emp-153,CDI,2018-01-18T00:00:00,,69870,true
d622cbec-4be2-4b0e-bc6a-a29887208f52,emp-154,CDI,2025-10-26T00:00:00,,81104,true
9a975e7f-ddc5-4830-90c1-1f86d53eede6,emp-155,CDD,2025-12-30T00:00:00,2026-07-17T00:00:00,34866,false
470ed766-09a2-4db3-bc91-bfd9302fc786,emp-155,CDI,2026-07-18T00:00:00,,79724,true
37cdc745-a112-4d06-be00-1ba53d14b62c,emp-156,CDI,2020-09-23T00:00:00,,71056,true
64509cc8-a3fa-4d79-9ae0-f3fbe70aa05c,emp-157,CDI,2020-03-02T00:00:00,,75918,true
490016b8-4fda-497f-a5a1-866432f2bc26,emp-158,CDI,2018-05-04T00:00:00,,42797,true
c9550be9-9b80-4bbf-b4d0-94e432ef47ef,emp-159,CDD,2019-06-01T00:00:00,2020-02-28T00:00:00,37460,false
a1bee8a5-96e5-4c73-a092-452cdadbb472,emp-159,CDI,2020-02-29T00:00:00,,56005,true
7d8a8a56-5b34-4ebe-8ede-8d7cef5695b4,emp-160,CDI,2017-03-20T00:00:00,,80067,true
26988485-8dc5-4811-8f2b-c0f32c308d72,emp-161,CDI,2019-01-30T00:00:00,,63062,true
ebc9b81b-599c-4df9-927a-8100e13b7b37,emp-162,CDI,2017-08-08T00:00:00,,65776,true
63d17910-4118-4e50-ae0a-5ff83bf2fc11,emp-163,CDD,2017-09-26T00:00:00,2018-07-24T00:00:00,36250,false
3bbb6732-fc2a-43ac-aac7-9b5986d0cac2,emp-163,CDI,2018-07-25T00:00:00,,57443,true
1a9c7809-f2e7-443b-80fc-955c937f7bb0,emp-164,CDD,2026-03-29T00:00:00,2026-10-30T00:00:00,34184,false
d2bb2239-5a96-4b91-9bd6-97bc9c1c2b12,emp-164,CDI,2026-10-31T00:00:00,,54064,false
582f1b2e-0507-4277-8426-cf5545a0329a,emp-165,CDI,2023-11-10T00:00:00,,40689,true
2a973481-a4cf-4add-a9c0-b2f6fdbf3e58,emp-166,CDI,2023-06-29T00:00:00,,44403,true
0ce4f5b5-0604-4370-b284-c513fe4c3b9f,emp-167,CDI,2019-02-04T00:00:00,,74230,true
76dc9e01-5b85-438d-a8c2-b457c0ec4938,emp-168,CDI,2026-01-22T00:00:00,,61632,true
a39765e7-b5c7-46a6-bb33-ead7eec4b747,emp-169,CDD,2025-07-27T00:00:00,2026-05-31T00:00:00,30351,false
9a9fc70d-1c57-456f-b4cb-58935184dd2a,emp-169,CDI,2026-06-01T00:00:00,,43906,false
0be5c4e2-6d38-4672-9c2b-e2f3554e3ef0,emp-170,CDI,2017-01-18T00:00:00,,65370,true
ec31de14-96db-4e4e-9797-a79b227b41c1,emp-171,CDI,2022-03-22T00:00:00,,85641,true
ddbb44fb-5e81-4dc4-ae45-9c108401ffb3,emp-172,CDD,2025-10-28T00:00:00,2026-06-02T00:00:00,42124,false
fd7442d4-69dc-45d4-8ad3-3698bbc26cfa,emp-172,CDI,2026-06-03T00:00:00,,46289,true
bd6608a1-274c-47f6-9dbe-7836a2d76b31,emp-173,CDI,2020-07-19T00:00:00,,85673,true
1a587cd9-7641-480c-8597-8a79c5db3241,emp-174,CDI,2025-12-16T00:00:00,,61881,true
3487d557-e18d-4ae3-913a-7b0c481682b7,emp-175,CDI,2022-06-07T00:00:00,,79492,true
5fe9e581-041d-42f4-be1d-83352a5d43f8,emp-176,CDI,2019-02-13T00:00:00,,51757,true
6d296abd-81e1-4028-a401-22fc999fe11f,emp-177,CDI,2021-03-05T00:00:00,,41890,false
c8544cd4-2f87-469b-8af7-d58ee312c130,emp-178,CDI,2022-11-06T00:00:00,,67542,false
9606f4ab-2da0-49d0-a8dd-1494e0b15d30,emp-179,CDI,2025-11-24T00:00:00,,89831,true
735836a8-8193-4a21-b095-a34e4d48312f,emp-180,CDI,2025-05-19T00:00:00,,77612,true
ffd04652-8ada-4f55-93f3-62db3891b2e7,emp-181,CDD,2024-10-18T00:00:00,2025-10-11T00:00:00,40883,false
08787e02-b6da-417b-a391-5921288df8b1,emp-181,CDI,2025-10-12T00:00:00,,81868,true
de0a55cc-746d-4a34-b904-8d2ba99b6da6,emp-182,CDD,2021-09-22T00:00:00,2022-04-27T00:00:00,44844,false
88c671e3-aef4-429a-b722-b7ae22ed2389,emp-182,CDI,2022-04-28T00:00:00,,87186,true
1e235c3b-06d7-451f-85a8-f05751b8e7ec,emp-183,CDI,2016-06-21T00:00:00,,47446,true
6549891a-c731-43f5-ac2d-9361ca1dc79b,emp-184,CDI,2019-09-29T00:00:00,,87402,true
bcaef82f-f817-4e81-90bb-a9b2d83e0ddb,emp-185,CDI,2021-08-06T00:00:00,,65332,true
a45fa8b4-fabf-4de0-8042-f15d232a14c2,emp-186,CDD,2022-01-06T00:00:00,2022-11-07T00:00:00,38366,false
5219e000-a9b7-4781-ae2d-d6517683f5ac,emp-186,CDI,2022-11-08T00:00:00,,63184,true
